cmd,default value/ args,description
r_JeepViewBlendTo,1,[CHEATS REQUIRED] 
r_JeepViewBlendToScale,0,[CHEATS REQUIRED] 
r_JeepViewBlendToTime,1,[CHEATS REQUIRED] 
r_JeepViewDampenDamp,1,[CHEATS REQUIRED] 
r_JeepViewDampenFreq,7,[CHEATS REQUIRED] 
r_JeepViewZHeight,10,[CHEATS REQUIRED] 
r_lightaverage,1,Activates/deactivate light averaging
r_lightcache_numambientsamples,162,[CHEATS REQUIRED] number of random directions to fire rays when computing ambient lighting
r_lightcache_zbuffercache,0,
r_lightcachecenter,1,[CHEATS REQUIRED] 
r_lightcachemodel,-1,[CHEATS REQUIRED] 
r_lightinterp,5,"[CHEATS REQUIRED] Controls the speed of light interpolation, 0 turns off interpolation"
r_lightmap,-1,[CHEATS REQUIRED] 
r_lightstyle,-1,[CHEATS REQUIRED] 
r_lightwarpidentity,0,[CHEATS REQUIRED] 
r_lockpvs,0,[CHEATS REQUIRED] Lock the PVS so you can fly around and inspect what is being drawn.
r_lod,-1,
r_mapextents,16384,[CHEATS REQUIRED] Set the max dimension for the map.  This determines the far clipping plane
r_maxdlights,32,
r_maxmodeldecal,50,
r_maxnewsamples,6,
r_maxsampledist,128,
r_minnewsamples,3,
r_modelwireframedecal,0,[CHEATS REQUIRED] 
r_newflashlight,1,[CHEATS REQUIRED] 
r_nohw,0,[CHEATS REQUIRED] 
r_norefresh,0,
r_nosw,0,[CHEATS REQUIRED] 
r_novis,0,[CHEATS REQUIRED] Turn off the PVS.
r_occludeemaxarea,0,Prevents occlusion testing for entities that take up more than X% of the screen. 0 means use whatever the level said to use.
r_occluderminarea,0,Prevents this occluder from being used if it takes up less than X% of the screen. 0 means use whatever the level said to use.
r_occludermincount,0,"At least this many occluders will be used, no matter how big they are."
r_occlusion,1,Activate/deactivate the occlusion system.
r_occlusionspew,0,[CHEATS REQUIRED] Activate/deactivates spew about what the occlusion system is doing.
r_oldlightselection,0,[CHEATS REQUIRED] Set this to revert to HL2's method of selecting lights
r_overlayfadeenable,0,
r_overlayfademax,2000,
r_overlayfademin,1750,
r_overlaywireframe,0,
r_particle_sim_spike_threshold_ms,5,
r_partition_level,-1,[CHEATS REQUIRED] Displays a particular level of the spatial partition system. Use -1 to disable it.
r_PhysPropStaticLighting,1,
r_pix_recordframes,0,
r_pix_start,0,
r_pixelfog,1,
r_pixelvisibility_partial,1,
r_pixelvisibility_spew,0,
r_portalscloseall,0,
r_portalsopenall,0,[CHEATS REQUIRED] Open all portals
r_PortalTestEnts,1,[CHEATS REQUIRED] Clip entities against portal frustums.
r_printdecalinfo,,
r_proplightingfromdisk,1,"0=Off, 1=On, 2=Show Errors"
r_proplightingpooling,-1,"[CHEATS REQUIRED] 0 - off, 1 - static prop color meshes are allocated from a single shared vertex buffer (on hardware that supports stream offset"
r_propsmaxdist,1200,Maximum visible distance
r_queued_decals,0,Offloads a bit of decal rendering setup work to the material system queue when enabled.
r_queued_post_processing,0,
r_queued_ropes,1,
r_radiosity,4,"[CHEATS REQUIRED] 0: no radiosity 1: radiosity with ambient cube (6 samples) 2: radiosity with 162 samples 3: 162 samples for static props, 6 sam"
r_rain_alpha,1,
r_rain_alphapow,0,
r_rain_density,0,
r_rain_height,500,
r_rain_initialramp,0,
r_rain_length,0,
r_rain_playervelmultiplier,1,
r_rain_radius,700,
r_rain_sidevel,130,How much sideways velocity rain gets.
r_rain_speed,600,
r_rain_splashpercentage,0,
r_rain_width,1,
r_randomflex,0,[CHEATS REQUIRED] 
r_renderoverlayfragment,1,
r_rimlight,1,[CHEATS REQUIRED] 
r_rootlod,0,Root LOD
r_ropetranslucent,1,
r_screenfademaxsize,0,
r_screenfademinsize,0,
r_screenoverlay,,Draw specified material as an overlay
r_sequence_debug,0,
r_shader_srgb,0,-1 = use hardware caps. 0 = use hardware srgb. 1 = use shader srgb(software lookup)
r_shadowangles,,Set shadow angles
r_shadowblobbycutoff,,some shadow stuff
r_shadowcolor,,Set shadow color
r_shadowdir,,Set shadow direction
r_shadowdist,,Set shadow distance
r_shadowids,0,[CHEATS REQUIRED] 
r_shadowmaxrendered,32,
r_shadowrendertotexture,1,
r_shadows,1,
r_shadows_gamecontrol,-1,[CHEATS REQUIRED] 
r_shadowwireframe,0,[CHEATS REQUIRED] 
r_showenvcubemap,0,[CHEATS REQUIRED] 
r_ShowViewerArea,0,
r_showz_power,1,[CHEATS REQUIRED] 
r_skin,0,[CHEATS REQUIRED] 
r_skybox,1,[CHEATS REQUIRED] Enable the rendering of sky boxes
r_snapportal,-1,
r_snow_alpha,1,
r_snow_alphapow,0,
r_snow_density,0,
r_snow_height,250,
r_snow_initialramp,1,
r_snow_length,0,
r_snow_playervelmultiplier,1,
r_snow_radius,700,
r_snow_sidevel,50,How much sideways velocity snow gets.
r_snow_speed,80,
r_snow_width,3,
r_spray_lifetime,2,Number of rounds player sprays are visible
r_sse2,,Enable/disable SSE2 code
r_sse_s,1,sse ins for particle sphere create
r_staticprop_lod,-1,
r_staticpropinfo,0,
r_swingflashlight,1,[CHEATS REQUIRED] 
r_teeth,1,
r_threaded_client_shadow_manager,0,
r_threaded_particles,1,
r_threaded_renderables,0,
r_unloadlightmaps,0,
r_updaterefracttexture,1,[CHEATS REQUIRED] 
r_vehicleBrakeRate,1,[CHEATS REQUIRED] 
r_VehicleViewClamp,1,[CHEATS REQUIRED] 
r_VehicleViewDampen,1,[CHEATS REQUIRED] 
r_visambient,0,Draw leaf ambient lighting samples.  Needs mat_leafvis 1 to work
r_visocclusion,0,[CHEATS REQUIRED] Activate/deactivate wireframe rendering of what the occlusion system is doing.
r_visualizelighttraces,0,[CHEATS REQUIRED] 
r_visualizelighttracesshowfulltrace,0,[CHEATS REQUIRED] 
r_visualizeproplightcaching,0,
r_visualizetraces,0,[CHEATS REQUIRED] 
r_WaterDrawReflection,1,Enable water reflection
r_WaterDrawRefraction,1,Enable water refraction
r_waterforceexpensive,0,
r_waterforcereflectentities,0,
r_weather_hack,0,
r_weather_profile,0,Enable/disable rain profiling.
r_winddir,0,Weather effects wind direction angle
r_windspeed,0,Weather effects wind speed scalar
r_worldlight_castshadows,1,[CHEATS REQUIRED] Allow world lights to cast shadows
r_worldlight_debug,0,[CHEATS REQUIRED] 
r_worldlight_lerptime,0,[CHEATS REQUIRED] 
r_worldlight_mincastintensity,0,[CHEATS REQUIRED] Minimum brightness of a light to be classed as shadow casting
r_worldlight_shortenfactor,2,[CHEATS REQUIRED] Makes shadows cast from local lights shorter
r_worldlightmin,0,
r_worldlights,4,number of world lights to use per vertex
r_worldlistcache,1,
ragdoll_sleepaftertime,5,"After this many seconds of being basically stationary, the ragdoll will go to sleep."
rate,100000,Max bytes/sec the host can receive data
rcon,,Used to invoke rcon for usage of admin commands in the server. Just type rcon before the command.
rcon_address,0,Address of remote server if sending unconnected rcon commands (format x.x.x.x:p)
rcon_password,password,	Used to gain access to the server's administration commands.
recompute_speed,,Recomputes clock speed (for debugging purposes).
record,,Record a demo.
record_goal_replay,,Queues recording of next goal as replay
record_match_replay,,Records a match replay
+reload,,
-reload,,
reload,,Reload the most recent saved game (add setpos to jump to current view position on reload).
reload_materials,0,
removeid,,Remove a user ID from the ban list.
removeip,,Remove an IP address from the ban list.
report_entities,,Lists all entities
report_simthinklist,,Lists all simulating/thinking entities
report_soundpatch,,reports sound patch count
report_soundpatch,,reports sound patch count
report_touchlinks,,Lists all touchlinks
respawn_entities,,Respawn all the entities in the map.
restart,,Restart the game on the same level (add setpos to jump to current view position on restart).
retry,,Retry connection to last server.
reversesidecurl,1,
+right,,
-right,,
room_type,0,
rope_averagelight,1,Makes ropes use average of cubemap lighting instead of max intensity.
rope_collide,1,Collide rope with the world
rope_rendersolid,1,
rope_shake,0,
rope_smooth,1,Do an antialiasing effect on ropes
rope_smooth_enlarge,1,How much to enlarge ropes in screen space for antialiasing effect
rope_smooth_maxalpha,0,Alpha for rope antialiasing effect
rope_smooth_maxalphawidth,1,
rope_smooth_minalpha,0,Alpha for rope antialiasing effect
rope_smooth_minwidth,0,"When using smoothing, this is the min screenspace width it lets a rope shrink to"
rope_solid_maxalpha,1,
rope_solid_maxwidth,1,
rope_solid_minalpha,0,
rope_solid_minwidth,0,
rope_subdiv,2,Rope subdivision amount
rope_wind_dist,1000,Don't use CPU applying small wind gusts to ropes when they're past this distance.
rr_debug_qa,0,Set to 1 to see debug related to the Question & Answer system used to create conversations between allied NPCs.
rr_debugresponses,0,"Show verbose matching output (1 for simple, 2 for rule scoring). If set to 3, it will only show response success/failure for np"
rr_debugrule,0,"If set to the name of the rule, that rule's score will be shown whenever a concept is passed into the response rules system."
rr_dumpresponses,0,Dump all response_rules.txt and rules (requires restart)
rr_reloadresponsesystems,,Reload all response system scripts.
save,,Saves current game.
save_async,1,
save_asyncdelay,0,"For testing, adds this many milliseconds of delay to the save operation."
save_console,0,Autosave on the PC behaves like it does on the consoles.
save_disable,0,
save_finish_async,,
save_history_count,1,Keep this many old copies in history of autosaves and quicksaves.
save_huddelayframes,1,Number of frames to defer for drawing the Saving message.
save_in_memory,0,Set to 1 to save to memory instead of disk (Xbox 360)
save_noxsave,0,
save_screenshot,1,"0 = none, 1 = non-autosave, 2 = always"
save_spew,0,
say,,"Display player message. Displays a message sent by ""Stadium Announcer"" if run via the Server."
say_spec,,Display player message to spectators
say_team,,Display player message to team
scene_async_prefetch_spew,0,Display async .ani file loading info.
scene_clamplookat,1,Clamp head turns to a max of 20 degrees per think.
scene_clientflex,1,Do client side flex animation.
scene_flatturn,1,
scene_flush,,Flush all .vcds from the cache and reload from disk.
scene_forcecombined,0,"When playing back, force use of combined .wav files even in english."
scene_maxcaptionradius,1200,Only show closed captions if recipient is within this many units of speaking actor (0==disabled).
scene_print,0,"When playing back a scene, print timing and event info to console."
scene_showfaceto,0,"When playing back, show the directions of faceto events."
scene_showlook,0,"When playing back, show the directions of look events."
scene_showmoveto,0,"When moving, show the end location."
scene_showunlock,0,Show when a vcd is playing but normal AI is running.
+score,,
-score,,
screenshot,,Take a screenshot.
sdk_jeep_max_rounds,0,
sdk_jeep_weapon_damage,15,
sdk_ShowStateTransitions,-2,[CHEATS REQUIRED] sdk_ShowStateTransitions <ent index or -1 for all>. Show player state transitions.
sensitivity,2,Mouse sensitivity.
server_game_time,,Gives the game time in seconds (server's curtime)
servercfgfile,0,
setang,,Snap player eyes to specified pitch yaw <roll:optional> (must have sv_cheats).
setang_exact,,Snap player eyes and orientation to specified pitch yaw <roll:optional> (must have sv_cheats).
setinfo,,Adds a new user info value
setmaster,,add/remove/enable/disable master servers
setmodel,,Changes's player's model
setpause,,Set the pause state of the server.
setpos,,Move player to specified origin (must have sv_cheats).
setpos_exact,,Move player to an exact specified origin (must have sv_cheats).
shake,,Shake the screen.
shake_show,0,Displays a list of the active screen shakes.
shake_stop,,Stops all active screen shakes.
shirtname,0,Your shirt name
shootgoalkeeperball,,
shootoutfieldball,,
shootplayerball,,
+showbudget,,
-showbudget,,
showbudget_texture,0,[CHEATS REQUIRED] Enable the texture budget panel.
+showbudget_texture,,
-showbudget_texture,,
+showbudget_texture_global,,
-showbudget_texture_global,,
showbudget_texture_global_dumpstats,,Dump all items in +showbudget_texture_global in a text form
showbudget_texture_global_sum,0,
showconsole,,Show the console.
showhitlocation,0,
showinfo,,Shows a info panel: <type> <title> <message> [<command>]
showpanel,,Shows a viewport panel <name>
showparticlecounts,0,Display number of particles drawn per frame
+showscores,,
-showscores,,
showtriggers,0,[CHEATS REQUIRED] Shows trigger brushes
showtriggers_toggle,,Toggle show triggers
+showvprof,,
-showvprof,,
singlestep,0,[CHEATS REQUIRED] Run engine in single step mode ( set next to 1 to advance a frame )
sk_ally_regen_time,0,Time taken for an ally to regenerate a point of health.
sk_autoaim_mode,1,
sk_npc_arm,1,
sk_npc_chest,1,
sk_npc_head,2,
sk_npc_leg,1,
sk_npc_stomach,1,
sk_player_arm,1,
sk_player_chest,1,
sk_player_head,2,
sk_player_leg,1,
sk_player_stomach,1,
sk_plr_dmg_grenade,0,
+skill,,
-skill,,
skill,1,Game skill level (1-3).
slot0,,
slot1,,
slot10,,
slot2,,
slot3,,
slot4,,
slot5,,
slot6,,
slot7,,
slot8,,
slot9,,
smoothstairs,1,Smooth player eye z coordinate when traversing stairs.
snd_async_flush,,Flush all unlocked async audio data
snd_async_fullyasync,0,All playback is fully async (sound doesn't play until data arrives).
snd_async_minsize,262144,
snd_async_showmem,,Show async memory stats
snd_async_spew_blocking,0,Spew message to console any time async sound loading blocks on file i/o.
snd_async_stream_spew,0,"Spew streaming info ( 0=Off, 1=streams, 2=buffers"
snd_cull_duplicates,0,"If nonzero, aggressively cull duplicate sounds during mixing. The number specifies the number of duplicates allowed to be playe"
snd_defer_trace,1,
snd_delay_sound_shift,0,
snd_disable_mixer_duck,0,
snd_duckerattacktime,0,
snd_duckerreleasetime,2,
snd_duckerthreshold,0,
snd_ducktovolume,0,
snd_dumpclientsounds,,Dump sounds to VXConsole
snd_foliage_db_loss,4,[CHEATS REQUIRED] 
snd_gain,1,[CHEATS REQUIRED] 
snd_gain_max,1,[CHEATS REQUIRED] 
snd_gain_min,0,[CHEATS REQUIRED] 
snd_legacy_surround,0,
snd_lockpartial,1,
snd_mix_async,0,
snd_mix_minframetime,0,
snd_mixahead,0,
snd_musicvolume,1,Music volume
snd_noextraupdate,0,
snd_obscured_gain_dB,-2,[CHEATS REQUIRED] 
snd_pitchquality,1,
snd_profile,0,
snd_rebuildaudiocache,,"Rebuilds all audio caches (_other, _other_rebuild, _sharedprecache, level caches) from reslists"
snd_refdb,60,[CHEATS REQUIRED] 
snd_refdist,36,[CHEATS REQUIRED] 
snd_restart,,Restart sound system.
snd_show,0,Show sounds info
snd_showclassname,0,
snd_showmixer,0,
snd_showstart,0,[CHEATS REQUIRED] 
snd_ShowThreadFrameTime,0,
snd_soundmixer,0,
snd_spatialize_roundrobin,0,"Lowend optimization: if nonzero, spatialize only a fraction of sound channels each frame. 1/2^x of channels will be spatialized"
snd_surround_speakers,2,
snd_visualize,0,[CHEATS REQUIRED] Show sounds location in world
snd_vox_captiontrace,0,Shows sentence name for sentences which are set not to show captions.
snd_vox_globaltimeout,300,
snd_vox_sectimetout,300,
snd_vox_seqtimetout,300,
snd_writemanifest,,"If running a game, outputs the precache manifest for the current level"
sndplaydelay,,
soundfade,,Fade client volume.
soundinfo,,Describe the current sound device.
soundlist,,List all known sounds.
soundpatch_captionlength,2,How long looping soundpatch captions should display for.
soundscape_debug,0,"[CHEATS REQUIRED] When on, draws lines to all env_soundscape entities. Green lines show the active soundscape, red lines show soundscapes that ar"
soundscape_dumpclient,,Dumps the client's soundscape data.
soundscape_fadetime,3,[CHEATS REQUIRED] Time to crossfade sound effects between soundscapes
soundscape_flush,,Flushes the server & client side soundscapes
speak,,Play a constructed sentence.
spec_by_index,,Spectate target by index
spec_by_name,,Spectate target by name
spec_freeze_distance_max,200,[CHEATS REQUIRED] Maximum random distance from the target to stop when framing them in observer freeze cam.
spec_freeze_distance_min,96,[CHEATS REQUIRED] Minimum random distance from the target to stop when framing them in observer freeze cam.
spec_freeze_time,4,[CHEATS REQUIRED] Time spend frozen in observer freeze cam.
spec_freeze_traveltime,0,[CHEATS REQUIRED] Time taken to zoom in to frame a target in observer freeze cam.
spec_help,,Show spectator help screen
spec_menu,,Activates spectator menu client archive
spec_next,,Spectate next target
spec_pos,,dump position and angles to the console
spec_prev,,Spectate previous target
spec_track,0,Tracks an entity in spec mode
+speed,,
-speed,,
spike,,generates a fake spike
star_memory,,Dump memory stats
startdemos,,Play demos in demo sequence.
startmovie,,Start recording movie frames.
startupmenu,,"Opens initial menu screen and loads the background bsp, but only if no other level is being loaded, and we're not in developer mode."
stats,,Prints server performance variables
status,,"Displays various bits of information about the server and its players, most notably the PlayerID"
step_spline,0,
stop,,Finish recording demo.
stopdemo,,Stop playing back a demo.
stopsound,,
stopsoundscape,,Stops all soundscape processing and fades current looping sounds
+strafe,,
-strafe,,
studio_queue_mode,1,
stuffcmds,,Parses and stuffs command line + commands to command buffer.
suitvolume,0,
surfaceprop,,Reports the surface properties at the cursor
sv_addplayercardban,,
sv_allow_color_correction,1,Allow or disallow clients to use color correction on this server.
sv_allow_voice_from_file,1,Allow or disallow clients from using voice_inputfromfile on this server.
sv_allow_wait_command,1,Allow or disallow the wait command on clients connected to this server.
sv_allowdownload,1,Allow clients to download files
sv_allowupload,1,Allow clients to upload customizations files
sv_alltalk,1,"Players can hear all other players, no team restrictions"
sv_alternateticks,0,"If set, server only simulates entities on even numbered ticks."
sv_autoendmatch,0,
sv_autosave,1,Set to 1 to autosave game on level transition. Does not affect autosave triggers.
sv_autostartmatch,1,
sv_awaytime_match_autospec,60,
sv_awaytime_warmup,15,
sv_awaytime_warmup_autospec,300,
sv_ball_kickoff_chargeblock,1,
sv_ball_player_banduration,4,
sv_benchmark_autovprofrecord,0,"If running a benchmark and this is set, it will record a vprof file over the duration of the benchmark with filename benchmark."
sv_benchmark_force_start,,Force start the benchmark. This is only for debugging. It's better to set sv_benchmark to 1 and restart the level.
sv_benchmark_numticks,3300,"If > 0, then it only runs the benchmark for this # of ticks."
sv_bonus_challenge,0,Set to values other than 0 to select a bonus map challenge type.
sv_bonus_map_challenge_update,,Updates a bonus map challenge score.
sv_bonus_map_complete,,Completes a bonus map.
sv_bonus_map_unlock,,Locks a bonus map.
sv_bots_fill_field,0,Fills every available position on the field with bots.
sv_cacheencodedents,1,"If set to 1, does an optimization to prevent extra SendTable_Encode calls."
sv_cheats,0,Allows running commands with [CHEATS REQUIRED]
sv_clearhinthistory,,SourceTV broadcast delay in seconds
sv_client_cmdrate_difference,20,cl_cmdrate is moved to within sv_client_cmdrate_difference units of cl_updaterate before it is clamped between sv_mincmdrate an
sv_client_max_interp_ratio,5,This can be used to limit the value of cl_interp_ratio for connected clients (only while they are connected). If sv_client_min_
sv_client_min_interp_ratio,1,This can be used to limit the value of cl_interp_ratio for connected clients (only while they are connected).               -1
sv_client_predict,-1,This can be used to force the value of cl_predict for connected clients (only while they are connected).    -1 = let clients se
sv_consistency,1,Whether the server enforces file consistency for critical files
sv_contact,0,Contact email for server sysop
sv_custom_assets,0,Enables/Disables the usage of custom assets in the server. 1 enables it and 0 disables it - FastDL is required for a streamlined experience with custom assets.
sv_debug_player_use,0,"Visualizes +use logic. Green cross=trace success, Red cross=trace too far, Green box=radius success"
sv_debugmanualmode,0,Make sure entities correctly report whether or not their network data has changed.
sv_debugtempentities,0,Show temp entity bandwidth usage.
sv_deltaprint,0,Print accumulated CalcDelta profiling data (only if sv_deltatime is on)
sv_deltatime,0,Enable profiling of CalcDelta calls
sv_downloadurl,0,Location from which clients can download missing files
sv_enableoldqueries,0,Enable support for old style (HL1) server queries
sv_endmatch,,Ends the match
sv_endtimeout,,	Ends the forced timeout.
sv_filterban,1,Set packet filtering by IP mode
sv_findsoundname,,Find sound names which reference the specified wave files.
sv_forcepreload,0,Force server side preloading.
sv_gravity,900,	Modifies the gravity in the server. Default value is 900.
sv_hide_server,0,
sv_hud_theme,1,"Set the HUD theme. 1 = IOSoccer, 2 = IOS Sudamerica, 3 = EFC League , 4 EFC Cup, 5 = Vertex Arena"
sv_lan,1,"Server is a lan server ( no heartbeat, no authentication, no non-class C addresses )"
sv_log_onefile,0,Log server information to only one file.
sv_logbans,1,Log server bans in the server logs.
sv_logblocks,0,If true when log when a query is blocked (can cause very large log files)
sv_logdownloadlist,1,
sv_logecho,1,Echo log information to the console.
sv_logfile,1,Log server information in the log file.
sv_logflush,0,Flush the log file to disk on each write (slow).
sv_logsdir,0,Folder in the game directory where server logs will be stored.
sv_massreport,0,
sv_master_legacy_mode,0,Use old (outside-of-Steam) code to communicate with master servers.
sv_master_share_game_socket,1,"Use the game's socket to communicate to the master server. If this is 0, then it will create a socket on -steamport + 1 to comm"
sv_matchgoalsaway,,Sets the number of goals the away team has on the scoreboard.
sv_matchgoalshome,,Sets the number of goals the home team has on the scoreboard.
sv_matchinfojson,,Maximum number of players per team <1; 11>
sv_matchminute,,Sets the match timer to a specific minute in the match.
sv_max_queries_sec,3,Maximum queries per second to respond to from a single IP address.
sv_max_queries_sec_global,60,Maximum queries per second to respond to from anywhere.
sv_max_queries_window,30,Window over which to average queries per second averages.
sv_maxcmdrate,100,"(If sv_mincmdrate is > 0), this sets the maximum value for cl_cmdrate."
sv_maxrate,100000,"Max bandwidth rate allowed on server, 0 == unlimited"
sv_maxreplay,0,Maximum replay time in seconds
sv_maxroutable,1260,Server upper bound on net_maxroutable that a client can use.
sv_maxupdaterate,100,Maximum updates per second that the server will allow
sv_mincmdrate,100,This sets the minimum value for cl_cmdrate. 0 == unlimited.
sv_minrate,100000,"Min bandwidth rate allowed on server, 0 == unlimited"
sv_minupdaterate,100,Minimum updates per second that the server will allow
sv_noclipaccelerate,5,
sv_noclipduringpause,0,"[CHEATS REQUIRED] If cheats are enabled, then you can noclip with the game paused (for doing screenshots, etc.)."
sv_noclipspeed,5,
sv_npc_talker_maxdist,1024,NPCs over this distance from the player won't attempt to speak.
sv_parallel_packentities,1,
sv_parallel_sendsnapshot,1,
sv_password,0,Server password for entry into multiplayer games
sv_pausable,0,Is the server pausable.
sv_physicsprops,0,"Enable solid, physics enabled props"
sv_playerrotation,0,"Enables/Disables players rotating through the positions, like in 4v4 matchmaking. 1 enables it and 0 disables it."
sv_precacheinfo,,Show precache info.
sv_propcreation,1,Enables/Disables placing props in the server. 1 enables it and 0 disables it.
sv_pure,,Show user data.
sv_pure_kick_clients,1,"If set to 1, the server will kick clients with mismatching files. Otherwise, it will issue a warning to the client."
sv_pure_trace,0,"If set to 1, the server will print a message whenever a client is verifying a CRC for a file."
sv_pvsskipanimation,1,Skips SetupBones when npc's are outside the PVS
sv_ragoll_net_mode,2,"0 = Disable ragdoll nets, 1 = Enable ragdoll nets during goals, 2 = Enable ragdoll nets at all times"
sv_randomteams,,
sv_randomteams_pool_custom,1,
sv_randomteams_pool_default,1,
sv_randomteams_pool_fictitious_clubs,1,
sv_randomteams_pool_fictitious_national_teams,1,
sv_randomteams_pool_real_clubs,1,
sv_randomteams_pool_real_national_teams,1,
sv_rcon_banpenalty,0,Number of minutes to ban users who fail rcon authentication
sv_rcon_log,1,Enable/disable rcon logging.
sv_rcon_maxfailures,10,Max number of times a user can fail rcon authentication before being banned
sv_rcon_minfailures,5,Number of times a user can fail rcon authentication in sv_rcon_minfailuretime before being banned
sv_rcon_minfailuretime,30,Number of seconds to track failed rcon authentications
sv_region,255,The region of the world to report this server in.
sv_removeplayercardban,,	Removes a player's red card ban through their GameID
sv_replay_instant_enabled,1,Enables/disables the replays of a goal that's just been scored.
sv_replay_instant_first_enabled,1,
sv_replay_instant_second_enabled,0,
sv_replay_instant_third_enabled,0,
sv_restart,0,Usage: sv_restart <countdown in minutes> <is ceremony> <kick off team> <bottom team> - sv_restart -1 for training mode. 
sv_resumematch,,Resumes the ongoing match.
sv_savematchdata,,
sv_showhitboxes,-1,"[CHEATS REQUIRED] Send server-side hitboxes for specified entity to client (NOTE:  this uses lots of bandwidth, use on listen server only)."
sv_showimpacts,0,Shows client (red) and server (blue) bullet impact point
sv_showladders,0,Show bbox and dismount points for all ladders (must be set before level load.)
sv_showlagcompensation,0,[CHEATS REQUIRED] Show lag compensated hitboxes whenever a player is lag compensated.
sv_singlekeeper,0,	Activates/Disables single keeper mode in the server. 1 activates it and 0 disables it.
sv_skyname,0,Current name of the skybox texture
sv_soundemitter_filecheck,,Report missing wave files for sounds and game_sounds files.
sv_soundemitter_flush,,Flushes the sounds.txt system (server only)
sv_soundemitter_trace,0,Show all EmitSound calls including their symbolic name and the actual wave file they resolved to
sv_soundscape_printdebuginfo,,print soundscapes
sv_specaccelerate,5,
sv_specnoclip,0,
sv_specspeed,3,
sv_start_tutorial_course,,
sv_startpenalties,,Start penalty shoot; out
sv_starttimeout,,
sv_stats,1,Collect CPU usage stats
sv_stickysprint_default,0,
sv_strict_notarget,0,"If set, notarget will cause entities to never think they are in the pvs"
sv_subrequests,0,Allow substitution requests from ingame
sv_tags,0,Server tags. Used to provide extra information to clients when they're browsing for servers. Separate tags with a comma.
sv_test_scripted_sequences,0,Tests for scripted sequences that are embedded in the world. Run through your map with this set to check for NPCs falling throu
sv_teststepsimulation,1,
sv_thinktimecheck,0,Check for thinktimes all on same timestamp.
sv_timeout,65,"After this many seconds without a message from a client, the client is dropped"
sv_toggleplayeryellowcard,,
sv_turbophysics,0,Turns on turbo physics
sv_unlockedchapters,3,Highest unlocked game chapter.
sv_vehicle_autoaim_scale,8,
sv_visiblemaxplayers,-1,Overrides the max players reported to prospective clients
sv_voicecodec,0,Specifies which voice codec DLL to use in a game. Set to the name of the DLL without the extension.
sv_voiceenable,1,
sv_wakeupcall,,Sends a message on the server alerting any AFK players to move.
sv_wakeupcall_interval,15,
sv_webserver_matchdata_accesstoken,0,
sv_webserver_matchdata_enabled,0,
sv_webserver_matchdata_url,0,
systemlinkport,27030,System Link port
template_debug,0,
Test_CreateEntity,,
test_dispatcheffect,,Test a clientside dispatch effect. Usage: test_dispatcheffect <effect name> <distance away> <flags> <magnitude> <scale> Defaults are: <distance 1024> <flags 0> <magnitude 0> <scale 0> Usage: test_dispatcheffect <effect name> <distance away> <flags> <magnitude> <scale> Defaults are: <distance 1024> <flags 0> <magnitude 0> <scale 0>
Test_EHandle,,
test_entity_blocker,,Test command that drops an entity blocker out in front of the player.
test_freezeframe,,Test the freeze frame code.
Test_InitRandomEntitySpawner,,
Test_Loop,,Test_Loop <loop name> - loop back to the specified loop start point unconditionally.
Test_LoopCount,,Test_LoopCount <loop name> <count> - loop back to the specified loop start point the specified # of times.
Test_LoopForNumSeconds,,Test_LoopForNumSeconds <loop name> <time> - loop back to the specified start point for the specified # of seconds.
Test_ProxyToggle_EnableProxy,,
Test_ProxyToggle_EnsureValue,,Test_ProxyToggle_EnsureValue
Test_ProxyToggle_SetValue,,
Test_RandomChance,,"Test_RandomChance <percent chance, 0; 100> <token1> <token2...> - Roll the dice and maybe run the command following the percentage chance."
Test_RandomizeInPVS,,
Test_RandomPlayerPosition,,
Test_RemoveAllRandomEntities,,
Test_RunFrame,,
Test_SendKey,,
Test_SpawnRandomEntities,,
Test_StartLoop,,Test_StartLoop <loop name> - Denote the start of a loop. Really just defines a named point you can jump to.
Test_StartScript,,Start a test script running..
Test_Wait,,
Test_WaitForCheckPoint,,
testhudanim,,Test a hud element animation. Arguments: <anim name> Arguments: <anim name>
testscript_debug,0,Debug test scripts.
texture_budget_background_alpha,128,how translucent the budget panel is
texture_budget_panel_bottom_of_history_fraction,0,number between 0 and 1
texture_budget_panel_global,0,Show global times in the texture budget panel.
texture_budget_panel_height,284,height in pixels of the budget panel
texture_budget_panel_width,512,width in pixels of the budget panel
texture_budget_panel_x,0,number of pixels from the left side of the game screen to draw the budget panel
texture_budget_panel_y,450,number of pixels from the top side of the game screen to draw the budget panel
tf_escort_score_rate,1,"[CHEATS REQUIRED] Score for escorting the train, in points per second"
think_limit,0,"Maximum think time in milliseconds, warning is printed if this is exceeded."
thirdperson_platformer,0,Player will aim in the direction they are moving.
thirdperson_screenspace,0,"Movement will be relative to the camera, eg: left means screen-left"
thread_test_tslist,,
thread_test_tsqueue,,
threadpool_affinity,1,Enable setting affinity
threadpool_cycle_reserve,,Cycles threadpool reservation by powers of 2
threadpool_reserve,0,Consume the specified number of threads in the thread pool
threadpool_run_tests,,
timedemo,,Play a demo and report performance info.
timedemoquit,,"Play a demo, report performance info, and then exit"
timerefresh,,Profile the renderer.
toggle,,"Toggles a convar on or off, or cycles through a set of values."
toggleballcannonside,,
toggleconsole,,Show/hide the console.
togglejoinmenu,,Toggles join menu
